sl_nr;messstelle_id;messstelle_sl_nr;datum_pn;stoff_nr;probengut;messergebnis_c;messergebnis_hinweis;bestimmungsgrenze;masseinheit;trennverfahren;verfahren;vor_ort
3396033;094160090;24635;1968-10-15;1245;Grundwasser;2,71063;                                                  ;;mg/l;Gesamtgehalt;; 
9753769;021172109;3528;1965-04-27;1171;Grundwasser;<0,10000;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;DIN 38406-E2 MAI 1983; 
3396396;094160090;24635;1968-10-15;1331;Grundwasser;153,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363793;094160090;24635;1968-10-15;1244;Grundwasser;11,99996;                                                  ;;mg/l;Gesamtgehalt;; 
3396042;094160090;24635;1969-07-15;1245;Grundwasser;2,25886;                                                  ;;mg/l;Gesamtgehalt;; 
3396405;094160090;24635;1969-07-15;1331;Grundwasser;163,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363802;094160090;24635;1969-07-15;1244;Grundwasser;9,99997;                                                  ;;mg/l;Gesamtgehalt;; 
3396008;094160090;24635;1966-09-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
9753766;021172109;3528;1965-04-27;1331;Grundwasser;18,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D1-1 DEZEMBER 1985; 
9753763;021172109;3528;1965-04-27;1011;Grundwasser;8,80000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976;ja
9753767;021172109;3528;1965-04-27;1245;Grundwasser;0,03388;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
9753770;021172109;3528;1965-04-27;1182;Grundwasser;3,20000;                                                  ;;mg/l;Gesamtgehalt;DEV(7) E1/1; 
9755393;021172109;3528;1965-04-27;1224;Grundwasser;140,00000;                                                  ;;mg/l;Nach Laborjournal;; 
9753774;021172109;3528;1965-04-27;1531;Grundwasser;8,80000;                                                  ;;mg/l;Nach Laborjournal;; 
9753764;021172109;3528;1965-04-27;1029;Grundwasser;11,80000;                                                  ;;FNU;Gesamtgehalt;; 
9753772;021172109;3528;1965-04-27;1121;Grundwasser;3,60000;                                                  ;;mg/l;Gesamtgehalt;DEV(7) E4/2; 
9753771;021172109;3528;1965-04-27;1122;Grundwasser;66,20000;                                                  ;;mg/l;Nach Laborjournal;; 
9753765;021172109;3528;1965-04-27;1061;Grundwasser;8,10000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
9753768;021172109;3528;1965-04-27;1313;Grundwasser;65,00000;                                                  ;;mg/l;Gesamtgehalt;DEV D5-1 6.LIEFERUNG 1971; 
12409936;021172109;3528;1965-04-27;1244;Grundwasser;0,14999;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
9756642;021172109;3528;1965-04-27;1482;Grundwasser;1,87500;                                                  ;;mmol/l;Gesamtgehalt;; 
3396371;094160090;24635;1966-09-15;1331;Grundwasser;170,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363768;094160090;24635;1966-09-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
8519384;106502300;64559;1961-05-12;1695;Grundwasser;0,00000;                                                  ;;1/100ml;Gesamtgehalt;; 
8289705;100740522;64253;1965-04-01;1082;Grundwasser;5,80000;                                                  ;;mS/m;Gesamtgehalt;DIN 38404-C8 SEPTEMBER 1982; 
8289706;100740522;64253;1965-04-01;1245;Grundwasser;4,70000;                                                  ;;mg/l;Nach Laborjournal;DIN 38405-D9-2 MAI 1979; 
8289707;100740522;64253;1965-04-01;1313;Grundwasser;10,00000;                                                  ;;mg/l;Nach Laborjournal;DEV D5-1 6.LIEFERUNG 1971; 
8289704;100740522;64253;1965-04-01;1061;Grundwasser;7,50000;                                                  ;;-;Gesamtgehalt;DEV C5-2 4.LIEFERUNG 1966; 
8289708;100740522;64253;1965-04-01;1331;Grundwasser;39,00000;                                                  ;;mg/l;Nach Laborjournal;DEV D1-2,3; 
3395993;094160090;24635;1965-06-15;1245;Grundwasser;2,03297;                                                  ;;mg/l;Gesamtgehalt;; 
3396356;094160090;24635;1965-06-15;1331;Grundwasser;165,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363753;094160090;24635;1965-06-15;1244;Grundwasser;8,99996;                                                  ;;mg/l;Gesamtgehalt;; 
8519378;106502300;64559;1961-05-12;1249;Grundwasser;<0,00770;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;; 
12316611;100740522;64253;1965-04-01;1244;Grundwasser;20,80690;                                                  ;;mg/l;Nach Laborjournal;DIN 38405-D9-2 MAI 1979; 
8519377;106502300;64559;1961-05-12;1247;Grundwasser;<0,00600;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;; 
12571194;106502300;64559;1961-05-12;1246;Grundwasser;<0,01971;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;; 
12836774;106502300;64559;1961-05-12;1248;Grundwasser;<0,00992;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;; 
3396014;094160090;24635;1967-03-15;1245;Grundwasser;1,80709;                                                  ;;mg/l;Gesamtgehalt;; 
3396377;094160090;24635;1967-03-15;1331;Grundwasser;170,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363774;094160090;24635;1967-03-15;1244;Grundwasser;7,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3396020;094160090;24635;1967-09-15;1245;Grundwasser;2,25886;                                                  ;;mg/l;Gesamtgehalt;; 
3396383;094160090;24635;1967-09-15;1331;Grundwasser;165,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363780;094160090;24635;1967-09-15;1244;Grundwasser;9,99997;                                                  ;;mg/l;Gesamtgehalt;; 
8519382;106502300;64559;1961-05-12;1472;Grundwasser;4,80000;                                                  ;;mmol/l;Gesamtgehalt;; 
3395987;094160090;24635;1964-12-15;1245;Grundwasser;1,80709;                                                  ;;mg/l;Gesamtgehalt;; 
3396350;094160090;24635;1964-12-15;1331;Grundwasser;144,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363747;094160090;24635;1964-12-15;1244;Grundwasser;7,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3396025;094160090;24635;1968-02-15;1245;Grundwasser;4,06595;                                                  ;;mg/l;Gesamtgehalt;; 
3396388;094160090;24635;1968-02-15;1331;Grundwasser;162,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363785;094160090;24635;1968-02-15;1244;Grundwasser;17,99996;                                                  ;;mg/l;Gesamtgehalt;; 
8519381;106502300;64559;1961-05-12;1331;Grundwasser;16,00000;                                                  ;;mg/l;Gesamtgehalt;; 
8519383;106502300;64559;1961-05-12;1690;Grundwasser;0,00000;                                                  ;;1/ml;Gesamtgehalt;; 
8519376;106502300;64559;1961-05-12;1245;Grundwasser;0,45177;                                                  ;;mg/l;Gesamtgehalt;; 
8519380;106502300;64559;1961-05-12;1313;Grundwasser;80,00000;                                                  ;;mg/l;Gesamtgehalt;; 
8519379;106502300;64559;1961-05-12;1281;Grundwasser;7,50000;                                                  ;;mg/l;Gesamtgehalt;; 
8519374;106502300;64559;1961-05-12;1061;Grundwasser;7,20000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
8519375;106502300;64559;1961-05-12;1182;Grundwasser;0,06000;                                                  ;;mg/l;Gesamtgehalt;; 
8519373;106502300;64559;1961-05-12;1061;Grundwasser;7,20000;                                                  ;;-;Gesamtgehalt;; 
12320846;106502300;64559;1961-05-12;1244;Grundwasser;1,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3396010;094160090;24635;1966-11-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
3396373;094160090;24635;1966-11-15;1331;Grundwasser;166,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363770;094160090;24635;1966-11-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3395999;094160090;24635;1965-12-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
3396362;094160090;24635;1965-12-15;1331;Grundwasser;163,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363759;094160090;24635;1965-12-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3396013;094160090;24635;1967-02-15;1245;Grundwasser;1,12943;                                                  ;;mg/l;Gesamtgehalt;; 
3396376;094160090;24635;1967-02-15;1331;Grundwasser;162,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363773;094160090;24635;1967-02-15;1244;Grundwasser;4,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3396017;094160090;24635;1967-06-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
4258756;010409154;1107;1964-09-07;1697;Grundwasser;0,00000;                                                  ;;1/100ml;Gesamtgehalt;; 
4258747;010409154;1107;1964-09-07;1015;Grundwasser;17,00000;                                                  ;;°C;Nach Laborjournal;DIN 38404-C4 DEZEMBER 1976;ja
4258748;010409154;1107;1964-09-07;1011;Grundwasser;9,00000;                                                  ;;°C;Gesamtgehalt;; 
4258749;010409154;1107;1964-09-07;1061;Grundwasser;7,60000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984; 
4258750;010409154;1107;1964-09-07;1245;Grundwasser;3,16241;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
4258751;010409154;1107;1964-09-07;1331;Grundwasser;13,00000;                                                  ;;mg/l;Gesamtgehalt;; 
4258752;010409154;1107;1964-09-07;1472;Grundwasser;5,28360;                                                  ;;mmol/l;Gesamtgehalt;DIN 38409-H7-1-2 MAI 1979;ja
4258753;010409154;1107;1964-09-07;1482;Grundwasser;3,29300;                                                  ;;mmol/l;Gesamtgehalt;; 
4258754;010409154;1107;1964-09-07;1531;Grundwasser;2,00000;                                                  ;;mg/l;Gesamtgehalt;0; 
4258755;010409154;1107;1964-09-07;1690;Grundwasser;7,00000;                                                  ;;1/ml;Gesamtgehalt;GEMAESS DIN 38411-K5 FEBRUAR 1983; 
12184364;010409154;1107;1964-09-07;1244;Grundwasser;13,99999;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
3395986;094160090;24635;1964-11-15;1245;Grundwasser;2,03297;                                                  ;;mg/l;Gesamtgehalt;; 
3396349;094160090;24635;1964-11-15;1331;Grundwasser;132,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363746;094160090;24635;1964-11-15;1244;Grundwasser;8,99996;                                                  ;;mg/l;Gesamtgehalt;; 
3395998;094160090;24635;1965-11-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
3396361;094160090;24635;1965-11-15;1331;Grundwasser;159,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363758;094160090;24635;1965-11-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
4258736;010409154;1107;1963-09-17;1697;Grundwasser;0,00000;                                                  ;;1/100ml;Gesamtgehalt;; 
4258727;010409154;1107;1963-09-17;1015;Grundwasser;20,00000;                                                  ;;°C;Nach Laborjournal;DIN 38404-C4 DEZEMBER 1976;ja
4258728;010409154;1107;1963-09-17;1011;Grundwasser;9,00000;                                                  ;;°C;Gesamtgehalt;; 
4258729;010409154;1107;1963-09-17;1061;Grundwasser;7,60000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984; 
4258730;010409154;1107;1963-09-17;1245;Grundwasser;3,16241;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
4258731;010409154;1107;1963-09-17;1331;Grundwasser;13,00000;                                                  ;;mg/l;Gesamtgehalt;; 
4258732;010409154;1107;1963-09-17;1531;Grundwasser;9,00000;                                                  ;;mg/l;Gesamtgehalt;0; 
4258733;010409154;1107;1963-09-17;1472;Grundwasser;5,28360;                                                  ;;mmol/l;Gesamtgehalt;DIN 38409-H7-1-2 MAI 1979;ja
4258734;010409154;1107;1963-09-17;1482;Grundwasser;3,38200;                                                  ;;mmol/l;Gesamtgehalt;; 
4258735;010409154;1107;1963-09-17;1690;Grundwasser;24,00000;                                                  ;;1/ml;Gesamtgehalt;GEMAESS DIN 38411-K5 FEBRUAR 1983; 
12184362;010409154;1107;1963-09-17;1244;Grundwasser;13,99999;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
3396001;094160090;24635;1966-02-15;1245;Grundwasser;2,25886;                                                  ;;mg/l;Gesamtgehalt;; 
3396364;094160090;24635;1966-02-15;1331;Grundwasser;161,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363761;094160090;24635;1966-02-15;1244;Grundwasser;9,99997;                                                  ;;mg/l;Gesamtgehalt;; 
3396023;094160090;24635;1967-12-15;1245;Grundwasser;1,80709;                                                  ;;mg/l;Gesamtgehalt;; 
3396386;094160090;24635;1967-12-15;1331;Grundwasser;149,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363783;094160090;24635;1967-12-15;1244;Grundwasser;7,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3396380;094160090;24635;1967-06-15;1331;Grundwasser;171,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363777;094160090;24635;1967-06-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
3396026;094160090;24635;1968-03-15;1245;Grundwasser;2,48475;                                                  ;;mg/l;Gesamtgehalt;; 
3396389;094160090;24635;1968-03-15;1331;Grundwasser;170,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363786;094160090;24635;1968-03-15;1244;Grundwasser;10,99999;                                                  ;;mg/l;Gesamtgehalt;; 
8519408;106502300;64559;1963-07-04;1695;Grundwasser;0,00000;                                                  ;;1/100ml;Gesamtgehalt;; 
8519389;106502300;64559;1963-07-04;1249;Grundwasser;<0,00770;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;; 
8519388;106502300;64559;1963-07-04;1247;Grundwasser;<0,00600;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;; 
8519409;106502300;64559;1963-07-04;1245;Grundwasser;<0,22588;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;; 
12320847;106502300;64559;1963-07-04;1244;Grundwasser;<0,99997;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;; 
6749412;091121504;24111;1969-07-24;1182;Grundwasser;0,55000;                                                  ;;mg/l;Gesamtgehalt;DEV(7) E1/1; 
6749409;091121504;24111;1969-07-24;1015;Grundwasser;26,00000;                                                  ;;°C;Nach Laborjournal;DIN 38404-C4 DEZEMBER 1976;ja
6749420;091121504;24111;1969-07-24;1531;Grundwasser;13,00000;                                                  ;;mg/l;Nach Laborjournal;; 
6749415;091121504;24111;1969-07-24;1249;Grundwasser;1,00775;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
6749410;091121504;24111;1969-07-24;1061;Grundwasser;7,26000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
6749419;091121504;24111;1969-07-24;1484;Grundwasser;18,50000;                                                  ;;mmol/l;Nach Laborjournal;; 
12571195;106502300;64559;1963-07-04;1246;Grundwasser;<0,01971;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;; 
12836775;106502300;64559;1963-07-04;1248;Grundwasser;<0,00992;Konzentration zu gering zur Bestimmung            ;;mg/l;Gesamtgehalt;; 
8519385;106502300;64559;1963-07-04;1011;Grundwasser;9,00000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976;ja
8519393;106502300;64559;1963-07-04;1472;Grundwasser;4,60000;                                                  ;;mmol/l;Gesamtgehalt;; 
8519390;106502300;64559;1963-07-04;1281;Grundwasser;7,30000;                                                  ;;mg/l;Gesamtgehalt;; 
8519394;106502300;64559;1963-07-04;1690;Grundwasser;0,00000;                                                  ;;1/ml;Gesamtgehalt;; 
8519386;106502300;64559;1963-07-04;1061;Grundwasser;7,40000;                                                  ;;-;Gesamtgehalt;; 
8519392;106502300;64559;1963-07-04;1331;Grundwasser;16,00000;                                                  ;;mg/l;Gesamtgehalt;; 
8519387;106502300;64559;1963-07-04;1061;Grundwasser;7,40000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
8519391;106502300;64559;1963-07-04;1313;Grundwasser;102,00000;                                                  ;;mg/l;Gesamtgehalt;; 
4123498;010410119;48505;1922-04-30;1182;Grundwasser;0,00900;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
6749416;091121504;24111;1969-07-24;1313;Grundwasser;132,00000;                                                  ;;mg/l;Gesamtgehalt;DEV D5-1 6.LIEFERUNG 1971; 
6749408;091121504;24111;1969-07-24;1011;Grundwasser;10,00000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976;ja
6749413;091121504;24111;1969-07-24;1224;Grundwasser;402,00000;                                                  ;;mg/l;Nach Laborjournal;; 
6749417;091121504;24111;1969-07-24;1331;Grundwasser;45,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D1-1 DEZEMBER 1985; 
6749411;091121504;24111;1969-07-24;1171;Grundwasser;0,02000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E2 MAI 1983; 
6749418;091121504;24111;1969-07-24;1482;Grundwasser;18,60000;                                                  ;;mmol/l;Gesamtgehalt;DIN 38409-H6 JANUAR 86; 
6749414;091121504;24111;1969-07-24;1245;Grundwasser;0,45177;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
12313201;091121504;24111;1969-07-24;1244;Grundwasser;1,99999;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D9-2 MAI 1979; 
12829233;091121504;24111;1969-07-24;1248;Grundwasser;1,29798;                                                  ;;mg/l;Gesamtgehalt;DEV E5/1; 
9761811;021172705;3534;1965-01-11;1331;Grundwasser;69,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38405-D1-1 DEZEMBER 1985; 
9761809;021172705;3534;1965-01-11;1029;Grundwasser;11,60000;                                                  ;;FNU;Gesamtgehalt;; 
9761810;021172705;3534;1965-01-11;1061;Grundwasser;7,70000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984;ja
9761807;021172705;3534;1965-01-11;1015;Grundwasser;6,00000;                                                  ;;°C;Gesamtgehalt;; 
9761808;021172705;3534;1965-01-11;1011;Grundwasser;10,00000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976;ja
9761814;021172705;3534;1965-01-11;1224;Grundwasser;281,00000;                                                  ;;mg/l;Nach Laborjournal;; 
9761812;021172705;3534;1965-01-11;1482;Grundwasser;3,37499;                                                  ;;mmol/l;Gesamtgehalt;; 
3396021;094160090;24635;1967-10-15;1245;Grundwasser;2,25886;                                                  ;;mg/l;Gesamtgehalt;; 
3396384;094160090;24635;1967-10-15;1331;Grundwasser;170,00000;                                                  ;;mg/l;Gesamtgehalt;; 
12363781;094160090;24635;1967-10-15;1244;Grundwasser;9,99997;                                                  ;;mg/l;Gesamtgehalt;; 
4123499;010410119;48505;1922-04-30;1171;Grundwasser;0,06300;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
4123500;010410119;48505;1922-04-30;1161;Grundwasser;44,00000;                                                  ;;µg/l;Gesamtgehalt;; 
4123501;010410119;48505;1922-04-30;1164;Grundwasser;144,00000;                                                  ;;µg/l;Gesamtgehalt;DIN 38406-E8-1 OKTOBER 1980; 
4123502;010410119;48505;1922-04-30;1113;Grundwasser;74,85000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
4123503;010410119;48505;1922-04-30;1121;Grundwasser;8,83400;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
4123504;010410119;48505;1922-04-30;1122;Grundwasser;64.016,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
4123505;010410119;48505;1922-04-30;1112;Grundwasser;1.326,00000;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
4123506;010410119;48505;1922-04-30;1331;Grundwasser;1.545,90000;                                                  ;;mg/l;Nach Laborjournal;DEV D1-4; 
4123507;010410119;48505;1922-04-30;1313;Grundwasser;280,30000;                                                  ;;mg/l;Nach Laborjournal;DEV D5-1 6.LIEFERUNG 1971; 
4123508;010410119;48505;1922-04-30;1123;Grundwasser;1,38900;                                                  ;;mg/l;Gesamtgehalt;DIN 38406-E22 MAERZ 1988; 
4123509;010410119;48505;1922-04-30;1111;Grundwasser;2,57000;                                                  ;;mg/l;Gesamtgehalt;; 
4123510;010410119;48505;1922-04-30;1249;Grundwasser;1,80387;                                                  ;;mg/l;Gesamtgehalt;; 
4123511;010410119;48505;1922-04-30;1324;Grundwasser;1,97300;                                                  ;;mg/l;Gesamtgehalt;; 
4123512;010410119;48505;1922-04-30;1327;Grundwasser;0,09100;                                                  ;;mg/l;Gesamtgehalt;; 
4123513;010410119;48505;1922-04-30;1321;Grundwasser;2,36200;                                                  ;;mg/l;Gesamtgehalt;; 
4123514;010410119;48505;1922-04-30;3002;Grundwasser;203,20000;                                                  ;;mg/l;Nach Laborjournal;; 
12887384;010410119;48505;1922-04-30;1248;Grundwasser;2,32338;                                                  ;;mg/l;Gesamtgehalt;; 
